TweetId	TweetTimeStamp	TweetText
431480810886021120	2014-02-06 09:33:36	Sitting @flypdx waiting to go to Denver, quick day trip. Wonder if #Snowpocalypse will mess with me today...
431481210280230913	2014-02-06 09:35:11	@pdxwilly @shebainpdx Real. I-5 near Albany is a mess. Checkout the @KATUNews feed for some pics from the snowpocalypse.
431483460570456064	2014-02-06 09:44:08	Just awaiting #pdx #Snowpocalypse to start so that I can roll the trailhead cargo bike in it. #coffee delivery, kid pickup
431483813374328832	2014-02-06 09:45:32	@laurenvoswinkel I suppose I shouldnâ€™t. Portland is looking down the barrel of its own Snowpocalypse.
431484991516983296	2014-02-06 09:50:13	The looming snowpocalypse has prevented me from going down to Eugene! No @offthewaffle for me! Sad panda! #pdxtst
431488108261953536	2014-02-06 10:02:36	Mich is making a #snowpocalypse grocery run. What should she not forget?
431489386979405824	2014-02-06 10:07:41	And...Portland Public Schools just called early closing at 1:00. Here we go. #Snowpocalypse #pdxtst
431490290806165504	2014-02-06 10:11:16	So we meet again Mr. Jack Frost #frozen #pdx #snowmageddon #snowpocalypse http://t.co/WNeJHZXHkE
431490344916496384	2014-02-06 10:11:29	Portland, Oregon: Residents prepare for predicted snow by buying beer, a couple of burritos, and brainstorming "snowpocalypse" puns.
431491706098180096	2014-02-06 10:16:54	"Snowpocalypse"? Meh... "Snowmaggeddon"? Pssh... "Snowtrocity"? There we go.
431492688152891393	2014-02-06 10:20:48	Getting busier by the minute people shopping for the impending snowpocalypse (@ Trader Joe's) http://t.co/XmEqIgZQnS
431495693304209408	2014-02-06 10:32:44	@martypatail we shall call it the snowpocalypse of 2014!
431495933944012800	2014-02-06 10:33:42	It has begun. #Snowpocalypse #Beaverton
431496125128790017	2014-02-06 10:34:27	#Portland Metro Parents: Snow likely to hit Portland at noon, schools closing at 1pm http://t.co/8qDbQ9DSzq #pps #snowpocalypse
431496197392461824	2014-02-06 10:34:44	RT @JohnLuce: Portland, Oregon: Residents prepare for predicted snow by buying beer, a couple of burritos, and brainstorming "snowpocalypseâ
431496449029705728	2014-02-06 10:35:44	...and my office begins to empty out. #PDX #Snowpocalypse #NoSnowYet
431497381566111744	2014-02-06 10:39:27	@CoreyCox3 Meanwhile, back home, it's about to SNOWPOCALYPSE all over us. I'm envious.
431500470855540736	2014-02-06 10:51:43	Biggest regret of the day: leaving my @BaseCampBrewing growler at home so I can't refill it in preparation of #Snowpocalypse
431501132725112832	2014-02-06 10:54:21	so what are they calling the snow storm this year? Snowpocalypse? Zombie snowstorm? #pdx
431501497675694080	2014-02-06 10:55:48	@justcallmeTP I hope the snowpocalypse will feature round-the-clock news coverage on all the local stations.
431501619348262912	2014-02-06 10:56:17	Well impending #Snowpocalypse has caused us to resched w/ @7ofHeartsWine - we're open to public after all. Good news, lamb spec 2nite!
431501993639555072	2014-02-06 10:57:46	Flakes falling here. Snowmaggedon beginning? #Snowpocalypse
431503260327763968	2014-02-06 11:02:48	THE SNOWPOCALYPSE HAS HIT. BLIZZFURNO 2014.
431503762403123200	2014-02-06 11:04:48	Leaving at noon today to get home before snowpocalypse. Then #amwriting! Yay for snow days!
431503852160827392	2014-02-06 11:05:09	It's snowing lightly in Vancouver. Lol! #Snowpocalypse #TheEndOfDays
431503891499196416	2014-02-06 11:05:19	Portland is labeling our predicted 3 inches of snow a "Snowpocalypse". Following suit, I'm calling myself "fearless winter goddess".
431503983257997312	2014-02-06 11:05:41	RT @OrganicAmanda: Portland is labeling our predicted 3 inches of snow a "Snowpocalypse". Following suit, I'm calling myself "fearless wintâ
431504639679160320	2014-02-06 11:08:17	Itâ€™s started in Richmond/HAND! #snowpocalypse #pdxtst
431504823033151489	2014-02-06 11:09:01	â€œ@CeeJayy3_6: Snowpocalypse... Round II ðŸ˜â„ï¸â€ this isn't fair.. We get white dust. And you've got a blanket.
431504952708444160	2014-02-06 11:09:32	Snowpocalypse 14! Warm up at Sidebar or just avoid traffic, either way we're pouring Revelry Red, Ramble On IPA, Midnight Rider CDA...
431505067951157248	2014-02-06 11:09:59	Plus Saaz, Nuggs & Rock N Roll IPA, Hop Experiment #1 & Kick Axe Dry Hopped Pale Ale. #sidebar #Snowpocalypse
431505374890319872	2014-02-06 11:11:13	Pacific NW's version of #Snowpocalypse is today, but to make the day better, Arizona is starting pitchers and catchers TODAY. MLB is back!
431505384507834368	2014-02-06 11:11:15	Freeways shutting down, schools closing early. The snowpocalypse buzz is crazy.
431505590251036672	2014-02-06 11:12:04	@PrandonBrice thanks for the reminder. Such a good idea. #Snowpocalypse #needalog
431505674242383872	2014-02-06 11:12:24	Snowpocalypse Soon. Already sending the kids home from school. We'll see... 2014-02-06 http://t.co/qloTExjpjK
431506089889103872	2014-02-06 11:14:03	Hey, #pdxtst. What are we calling this one? #snowpocalypse? #SNOWLANDIA? #snowmageddon?
431506594145120256	2014-02-06 11:16:03	Oregon's "snowpocalypse" is forecasted for today. We've got special pricing on fermented grain beverages as long... http://t.co/pmvyGamO9i
431506733492494337	2014-02-06 11:16:36	Oh baby itâ€™s coming down hard nowâ€¦ok now really #amwriting. #snowpocalypse #pdxtst
431507537582493697	2014-02-06 11:19:48	Something something #Snowpocalypse #PDX
431508568760532992	2014-02-06 11:23:54	Starting to get a little accumulation here in Irvington. #pdx #snowpocalypse
431509329976385536	2014-02-06 11:26:55	Kidlet's school closed 90 minutes ago in anticipation of the coming #snowpocalypse. Flakes are barely falling now. Seriously?!
431509591885885440	2014-02-06 11:27:58	Excited to see this covered in snow! Please snow #PDX #snowpocalypse #please #downtown #portlandâ€¦ http://t.co/Ar0h0ncpEE
431509785645973504	2014-02-06 11:28:44	ARE YOU READY FOR SNOWPOCALYPSE 2014?!?!??!?!?!
431510236684615680	2014-02-06 11:30:32	#snowpocalypse 2014 http://t.co/4Le2nN7HV2
431510733503725568	2014-02-06 11:32:30	I say to myself "thank God I don't live in Albany, OR" surprisingly often. http://t.co/6F2bRgTqMv #Snowpocalypse #pdx
431510751144992768	2014-02-06 11:32:34	RT @andrew_norton69: Oregon snowpocalypse 2014. We will rebuild. http://t.co/vukWd03Bxs
431511096696897537	2014-02-06 11:33:57	Also, looks like hashtag for impending #snow storm in #PDX is #snowpocalypse but I like #snomg!! Can we make #snomg official?!
431511187583270912	2014-02-06 11:34:18	@okieaub We'll stay open for regular hours as best we can, brave in these desperate & dangerous times #Snowpocalypse #inpdx #panic&t
431511561921110016	2014-02-06 11:35:48	Our Beaverton #snowpocalypse has begun. #suburbanjungle #oregon http://t.co/hV4l6ZjmNv
431511598453125121	2014-02-06 11:35:56	Snowpocalypse '14 panic is already setting in. I predict roving gangs of hipsters swinging snow chains. There will be knit caps everywhere!
431511992286056448	2014-02-06 11:37:30	#Snowpocalypse http://t.co/JQUltMLewj
431512006957334529	2014-02-06 11:37:34	THIS: http://t.co/qXWIgTLJVI #snowpocalypse #snow #pdx #weather
431512294258786304	2014-02-06 11:38:42	It's days like these I wish I had a fireplace, a dog, and a Irish coffee. #PDX #snowpocalypse (sarcasm)
431512547272196096	2014-02-06 11:39:43	There it is... The beginning of our #snowpocalypse. The wind scares me more than the "snow"... for now. http://t.co/etlWqJ85lZ
431512779808186368	2014-02-06 11:40:38	Gone 4 miles in an hr and the accident is still 3 miles away... #fuck #Snowpocalypse
431513001179766784	2014-02-06 11:41:31	The Snowpocalypse is now official! #pdxtst MT @KGWNews: On the air w/continuing snow coverage. Watch live: http://t.co/l4Yzgu8za9
431513254523719680	2014-02-06 11:42:31	Ppl at my office are watching for snow. I haven't seen so much interest in white powder since Rob Ford's lunch mtg. #pdx #Snowpocalypse
431513287008591872	2014-02-06 11:42:39	#snowpocalypse is now trending in #Portland http://t.co/d6bOiIfLDy
431513300786880512	2014-02-06 11:42:42	@actionhero Call in the plows! #snowpocalypse #dontblink
431513352297136128	2014-02-06 11:42:54	Shut up, Twitter RT @TrendsPortland: #snowpocalypse is now trending in #Portland http://t.co/Jw3PBjhpZv
431513830200315904	2014-02-06 11:44:48	Suck on that, Cold-A-Palooza RT @TrendsPortland #snowpocalypse is now trending in #Portland http://t.co/n70MlXcrvG
431514192009375744	2014-02-06 11:46:15	FFS. RT @TrendsPortland: #snowpocalypse is now trending in #Portland http://t.co/IhrKXonUw2
431514311211499520	2014-02-06 11:46:43	Keep Portland scared of winter weather! RT @TrendsPortland: #snowpocalypse is now trending in #Portland http://t.co/ajRT8B7akP
431514423061004289	2014-02-06 11:47:10	I don't have a window in my office and am enjoying pretending that all the dire #Snowpocalypse predictions are actually happening #portland
431514715894734848	2014-02-06 11:48:20	This is some snowpocalypse we've got goin on here. http://t.co/CtNdYC4nsN
431515309120319489	2014-02-06 11:50:41	Snowpocalypse 2014 begins! #pdxfreakouts
431515507414417408	2014-02-06 11:51:28	RT @TheMikeDonovan: Suck on that, Cold-A-Palooza RT @TrendsPortland #snowpocalypse is now trending in #Portland http://t.co/n70MlXcrvG
431516259466092544	2014-02-06 11:54:28	You may not be able to tell but there is a severe danger winter weather snowpocalypse snowmageddonâ€¦ http://t.co/ag9KJPgSU0
431516386041425920	2014-02-06 11:54:58	Hah! Wiseguy RT @_Jeffrey_Dowell: Brace yourselves PEOPLE! #snowpocalypse is here! #pdxtst #pdxtraffic #pdx http://t.co/DSJbBt1FLM
431516641512259584	2014-02-06 11:55:59	@WazzusJobu The forecast has been updated to 3 to 6 inches now. We hope to rebuild this once great city again when #snowpocalypse has past.
431516742175584256	2014-02-06 11:56:23	Well, I guess I won't have lunch outside today. #snowpocalypse #PDXSNOMG #pdxtst http://t.co/xdyZMdZ1bW
431517102785040384	2014-02-06 11:57:49	Heading back to SE to wait out the Portland snowpocalypse if anyone wants to buckle down at the coffee shop. @nathanisariot?
431517152466571264	2014-02-06 11:58:01	RT @pdxcommute: Hah! Wiseguy RT @_Jeffrey_Dowell: Brace yourselves PEOPLE! #snowpocalypse is here! #pdxtst #pdxtraffic #pdx http://t.co/DSJâ
431517264471273472	2014-02-06 11:58:27	RT @pdxcommute: Hah! Wiseguy RT @_Jeffrey_Dowell: Brace yourselves PEOPLE! #snowpocalypse is here! #pdxtst #pdxtraffic #pdx http://t.co/DSJâ
431517366967476224	2014-02-06 11:58:52	Portland, check ya'self, this #Snowpocalypse is a joke, it's -56 degrees with windchill in my hometown and 21 degrees in Portland...#buckup
431517608173514752	2014-02-06 11:59:49	It begins. #Portland #snowpocalypse http://t.co/iQx0MtLA1y
431518435554508801	2014-02-06 12:03:07	RT @HawaiianCoach: Flakes falling here. Snowmaggedon beginning? #Snowpocalypse
431518697253900288	2014-02-06 12:04:09	Have Jeep, will travel. For a fee. #snowpocalypse
431519177518907392	2014-02-06 12:06:03	Snowpocalypse provisions (@ New Seasons Market w/ 2 others) http://t.co/WTY72XZ7T5
431519180387414016	2014-02-06 12:06:04	iâ€™m sorry and youâ€™re welcome #snowpocalypse #portland http://t.co/Qr8v9Fgvo6
431519428002320385	2014-02-06 12:07:03	So many people cannot come to my meeting today so I cancelled it due to: Snowpocalypse.
431519474559090688	2014-02-06 12:07:14	It's the end of the world, as we snow it. #snOwMG #Snowpocalypse #Snowmageddon #TurnOutTheLightsThePartyIsSnowver
431519638204477441	2014-02-06 12:07:53	Snowpocalypse 2014 as seen from my office. http://t.co/gGnDQSAGr4
431519710513881088	2014-02-06 12:08:10	RT @AliciaJRose: iâ€™m sorry and youâ€™re welcome #snowpocalypse #portland http://t.co/Qr8v9Fgvo6
431520058028744704	2014-02-06 12:09:33	What's happening? This is happening. #Snowpocalypse http://t.co/SX2Yfw1UVK
431520488385294336	2014-02-06 12:11:16	I for one welcome #Snowpocalypse in #Snowlandia http://t.co/sQLEKgZSFB
431520631364923392	2014-02-06 12:11:50	Old school cold stab in PDX. #snowpocalypse #urbanwine @drunken_somm http://t.co/dsKf0W6qve
431520804581289984	2014-02-06 12:12:31	SNOW DAY! #pdx #Snowpocalypse #eatthepets #burndownthegarageforwarmth
431520854296379393	2014-02-06 12:12:43	#Snowpocalypse #Portland 2014 is here! stay #warm and #safe!
431522295723466752	2014-02-06 12:18:27	Snowpocalypse W13/14, part deux... Eugene really *is* becoming a mountain town. Looks like we're riding knobbies for the next few days.
431522337595224064	2014-02-06 12:18:37	SNOWPOCALYPSE!!!!
431522357690105856	2014-02-06 12:18:42	#Snowpocalypse in the #pdx. My office just closed. Bad day for a Dr. appointment across town. Guess I'll be maxing it and snowshowing.
431522505023447040	2014-02-06 12:19:17	Snowpocalypse PDX!!!
431522723660312578	2014-02-06 12:20:09	Close the schools! SNOWPOCALYPSE 2014 IS HERE!!! http://t.co/APtSV5ldeC http://t.co/6RBJxKzDuN
431522744585682944	2014-02-06 12:20:14	Close the schools! SNOWPOCALYPSE 2014 IS HERE!!! http://t.co/nbJQDW0RIy http://t.co/Civ6PN8GmS
431522773903491072	2014-02-06 12:20:21	Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431522795550674944	2014-02-06 12:20:26	If I'm gonna be snowed in, might as well be at a tattoo shop. #snowpocalypse â€” at Atlas Tattoo http://t.co/aMfJWJ8pKc
431522819432652802	2014-02-06 12:20:32	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431522835551383552	2014-02-06 12:20:35	@KGWNews weather pic from hockison wa #weather #snowday #snowmageddon #SNOWPOCALYPSE http://t.co/ktp67FMA1l
431522933761409025	2014-02-06 12:20:59	Snowpocalypse 2014 #mcminnville http://t.co/gRjq3vgpVP
431523135343837186	2014-02-06 12:21:47	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431523259818184704	2014-02-06 12:22:17	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431523413702635520	2014-02-06 12:22:53	RT @Heronymus: SNOW DAY! #pdx #Snowpocalypse #eatthepets #burndownthegarageforwarmth
431523470208671744	2014-02-06 12:23:07	Close the schools! SNOWPOCALYPSE 2014 IS HERE!!! http://t.co/MB8S8tBfZU http://t.co/foDlQRFl1l
431523599212478464	2014-02-06 12:23:38	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431523632678834176	2014-02-06 12:23:46	SNOWPOCALYPSE!!! http://t.co/bQmxFGZXeR
431523693659824129	2014-02-06 12:24:00	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431523807883321344	2014-02-06 12:24:27	The mix of glee & terror on the faces of Portlanders as the flurries start to blow is a sight to behold! #Snowpocalypse #PDX
431523834714664960	2014-02-06 12:24:34	Portland #snowpocalypse #selfie on a #bike. http://t.co/rag14Zaq2B
431523918487506944	2014-02-06 12:24:54	@mudron Keep it down! Some of us are trying to ride out Snowpocalypse 2014 via naps and liquor.
431523983217786880	2014-02-06 12:25:09	â€œ@portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/MtADD3ftqlâ€ oh ok.
431524037320130560	2014-02-06 12:25:22	is there a hashtag for the current "weather event" in PDX? #PDXStorm #Snowpocalypse #snowmageddon #ItIsCalledWinterPeople
431524214923726848	2014-02-06 12:26:04	Well, Portland, it looks as if #Snowpocalypse 2014 is here ... Drive carefully out there! http://t.co/jz5kU0x1GU
431524225610817536	2014-02-06 12:26:07	@katbocti @channypaterson #SNOWPOCALYPSE
431524753031962624	2014-02-06 12:28:13	To answer all you beautiful people wondering if we are open during the #Snowpocalypse the answer is: YES! #snowmageddon #BeerAndSnowLove
431524767926325248	2014-02-06 12:28:16	Portlan has joined Snowpocalypse 2014, already in progress.
431524814088830976	2014-02-06 12:28:27	Portland #snowpocalypse @ Pearl District http://t.co/qrEe18HqKM
431524815577419776	2014-02-06 12:28:28	So is snowpocalypse really going to hit?
431525015339552768	2014-02-06 12:29:15	RT @belmontstation: To answer all you beautiful people wondering if we are open during the #Snowpocalypse the answer is: YES! #snowmageddonâ
431525284995551232	2014-02-06 12:30:19	itâ€™s portland snowpocalypse who wants to kick it off at red lobster?
431525710558031872	2014-02-06 12:32:01	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431525906058711040	2014-02-06 12:32:48	Mass exodus from the upstairs @anvilmedia office for #Snowpocalypse. Downstairs crew still keepin it real. #anvillive
431526125118820352	2014-02-06 12:33:40	Trace amounts of snow, yet cars in nearby intersection already spinning out. Portlandâ€™s snowpocalypse has begun. *fist bump with Atlanta*
431526237672980480	2014-02-06 12:34:07	RT @MacDowntown: Snowpocalypse 2014 #mcminnville http://t.co/gRjq3vgpVP
431526758420983808	2014-02-06 12:36:11	Current view: YouTube on the lappy, weather on the tv, homework out of sight. #sicklife #Snowpocalypse #stircrazy http://t.co/yoojIw0usd
431527635483504640	2014-02-06 12:39:40	SNOWPOCALYPSE 2014 IS HERE
431527648217399296	2014-02-06 12:39:43	RT @Meljean: Trace amounts of snow, yet cars in nearby intersection already spinning out. Portlandâ€™s snowpocalypse has begun. *fist bump w
431528175760572417	2014-02-06 12:41:49	Portland #Snowpocalypse in full effect! #PDX has 1/4" of snow. Schools closing and I'm told the sky may fall too. #chickenlittle :-)
431528590950531072	2014-02-06 12:43:28	What is this stuff on my windshield?! Portland is preparing for the snowpocalypse. http://t.co/h9Hw210jrJ
431528847147036672	2014-02-06 12:44:29	KO doesn't stop for snow! #pdx #snowpocalypse @ Koopman Ostbo Marketing Communications http://t.co/3rKkhuPH3D
431528857230127104	2014-02-06 12:44:31	KO doesn't stop for snow! #pdx #snowpocalypse http://t.co/lszuoiYrtd
431528878679420928	2014-02-06 12:44:36	RT @portlandmercury: Here is a tweet about snow. SNOW. SNOW. SNOW. SNOW. SNOW. Our work here is done. http://t.co/vEgzCIHXP8
431529038604021760	2014-02-06 12:45:14	Campus is closed due to SNOWPOCALYPSE: http://t.co/iW4B51yY28
431529182279905281	2014-02-06 12:45:49	Snowpocalypse has landed in Portlandia. Mayhem! Pandemonium! Enter the Fray! Giant SUVs slip slidin' away. #snowday
431529301020659712	2014-02-06 12:46:17	RT @TrendsPortland: #snowpocalypse is now trending in #Portland http://t.co/d6bOiIfLDy
431529758552125440	2014-02-06 12:48:06	Portland Snowpocalypse 2k14 has begun. http://t.co/FmRdV8mvlP
431530321792610304	2014-02-06 12:50:20	RT @fondalo: Portland #Snowpocalypse in full effect! #PDX has 1/4" of snow. Schools closing and I'm told the sky may fall too. #chickenlittâ
431530445793030145	2014-02-06 12:50:50	GUYS THE SNOWPOCALYPSE OF 2014 IS HERE!
431530532300935168	2014-02-06 12:51:11	Stuck on SE Powell. Racing against time. Will this be PDX snowpocalypse 2014? http://t.co/5092iRG0mZ
431530549472411648	2014-02-06 12:51:15	Has #pdxmayor #charliehales announced the city-approved #hashtag yet? #snowpocalypse #snowmageddonâ€¦ http://t.co/pDPID99iqV
431530659996131328	2014-02-06 12:51:41	#SnowTrivia - Meteorologists study meteors in college, yet we trust them to predict weather? smh. #pdxtst #Snowpocalypse
431530922966388736	2014-02-06 12:52:44	Everyone else, however, dares not test the Knights of the Snowpocalypse.
431531150620626946	2014-02-06 12:53:38	Portlanders have over 400 words for "pretentious bullshit" but no words for snow #Snowpocalypse #facts
431531428493660160	2014-02-06 12:54:44	The deck at Casa Axtman is getting white. #suburbanjungle #snowpocalypse #oregon http://t.co/loIGZSvaCo
431531824989224961	2014-02-06 12:56:19	Picked Matt up two hours after I dropped him off and didn't slide at all until the penultimate turn on the way home. #pdx #snowpocalypse
431531907487002624	2014-02-06 12:56:38	RT @TDNSchubert: Everyone else, however, dares not test the Knights of the Snowpocalypse.
431532399139119104	2014-02-06 12:58:36	Traffic is a nightmare. You probably don't want to leave your house if you live in Vancouver or Portland. #Snowpocalypse
431532401127219200	2014-02-06 12:58:36	Kinda really wishing #Frozen had already come out on DVD. #Snowpocalypse in #PDX seems like the perfect day for that movie. :-)
431533118885875712	2014-02-06 13:01:27	On the bus heading downtown for snowpocalypse fun and #ChefsWeekPDX event!
431533259378286592	2014-02-06 13:02:01	Wow snow is actually sticking in Portland #Snowpocalypse
431533329368625152	2014-02-06 13:02:17	My mom's tone on the phone was soooo #snowpocalypse
431533464379461632	2014-02-06 13:02:50	Glad I risked life and limb to get to work in snowpocalypse. Everyone is moving their appointments :/
431533508050178048	2014-02-06 13:03:00	Don't have good texting services. @samwisegamgee__ this is what the roads are like. Taking forever #Snowpocalypse http://t.co/n6z7aAg2dj
431534004035022848	2014-02-06 13:04:58	Got picked up early from daycare cuz of the #snowpocalypse !!!!! Mom: prepare yourself for some SNOW SNUGGLES.
431534129973190656	2014-02-06 13:05:28	#PDX #snowpocalypse starting? http://t.co/d7YOGtGSgF
